1	1577707	-0.4885207594	77	265	286
2	876257	0.45191966	95	196	221
3	107117	-0.2651062399	50	130	131
4	3312	0.1233151493	39	98	295
5	3121	-0.1672770403	92	144	132
6	2186	0.1556863318	138	242	297
7	2166	-0.1667052448	129	105	112
8	2131	-0.1959771977	88	165	157
9	2018	-0.1528971425	101	146	342
10	1928	0.2239758967	54	238	315
