1	832695	0.6617150725	142	174	296
2	31136	-0.4393438273	64	201	219
3	18145	-0.4592156341	119	217	224
4	2494	0.3545064394	88	306	225
5	2164	-0.2938937237	130	168	272
6	1643	0.3736088956	118	316	224
7	1262	0.4675091308	45	241	215
8	1159	0.5679032156	48	235	208
9	1053	0.5140058044	144	244	213
10	928	-0.2831361952	103	184	279
