1	826156	0.3440705939	95	196	222
2	400191	-0.286846141	79	214	238
3	205135	-0.2614681668	116	200	268
4	157000	-0.2907146361	169	132	246
5	11789	0.2076514199	140	242	304
6	2526	-0.1312384858	47	120	162
7	2459	0.1301318029	83	191	341
8	2017	-0.1626696083	30	170	269
9	2001	-0.1417845501	73	208	162
10	1702	0.1747100211	159	126	149
