1	226852	-9.067960639	93	191	250
2	40956	9.231719992	71	208	218
3	28936	8.398977518	118	212	219
4	21250	-4.954790431	147	146	272
5	18813	-4.858182568	115	148	284
6	16935	-5.002808778	132	86	222
7	12255	5.262911367	102	176	273
8	8631	4.746082907	128	140	267
9	8135	4.33937675	117	104	211
10	7560	-5.030450449	61	102	228
